rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,"Great food.  Super nice service..clear recommendation.  The ribs were to die for.
Delicious cocktails. gladly again soon",Billys in Danzig,"Solingen, Germany",Solingen,Maps57624834420,2024-03
5,"Great restaurant, delicious food (especially the burgers), very atmospheric, and the waiter Dawid was very helpful and friendly :))",Great atmosphere,,,528izabelao,2024-02
5,"The food was very good. We especially liked the burgers. The service was very nice and helpful, especially the waitress Laura. We recommend!!",We recommend!,,,L7731WAmagdab,2024-02
5,"The staff are absolutely lovely, spoke a variety of languages and were very helpful. Food and drinks were lovely and great portion sizes for the price.",Billy’s restaurant,"London, United Kingdom",London,172alyssan,2024-02
5,"Very good food. I had the prime rib which was delicious and easy to eat and the pudding for dessert - equally good.
The food was served by a very nice waitress, Natalia :)",Delicious ribs,,,108kubab,2024-02
2,"The atmosphere was not that nice. The restaurant was very noisy, dirty and not that cozy. Food was okay, but not that special, so i wouldn't come here again for the food. The value for money was low here. Food is kind of expensive compared to other restaurants in other parts of the city. They also changed the television channel in the middle of our dinner into some hard core mma where blood was spilling (the tv was right in front of us) and it really spoilled our apetite :( (sorry) I would recommend for everyone to go to restaurants rather in Długa street or somewhere else in the centrum. The value for money is better there.",I'm not coming here again,,,IdaSofia_S,2024-02
5,"Nice place to come in group with your family or friends. We ask for a table for 8 people and the service was so good, David gave us a great service!",Good place for come in group,"Hamburg, Germany",Hamburg,J6821FDveronicat,2024-02
2,"This was our second visit to this restaurant. We liked the dishes and the decor the first time, it was about a year ago, so we came again. We ordered onion rings and chorizo ​​soup for an appetizer, and burgers for a second course. I'm a vegetarian and my husband has a different one with meat. Unfortunately, the onion in the onion rings was extremely hard, making them difficult to eat. The breading was ok, the sauce was also ok. Then came the vegetarian burger and unfortunately neither I nor my husband (he had medium rare meat) liked it. I don't know if it was the bun or the ingredients inside, but it was simply impossible to eat it completely. The fries were ok. I don't even give it 3 stars because the service also sucked. Our waiter only appeared at the beginning and at the end, and after a long time of eating, when we wanted to order something, we couldn't even look at him and had to go to someone else to order a drink. Maybe this is nitpicking, but waiting 20 minutes to order lemonade plus waiting time for it was not pleasant. I will also point out that there were not many people there that day. Out of curiosity, you can go to this restaurant, but unfortunately we will not visit there again, especially since there is so much competition in the Tricity and there are many more interesting culinary items.",Disappointment after a second visit.,,,474magdaw,2024-02
4,"I HIGHLY RECOMMEND GOOD FOOD, NICE SERVICE BY STASZEK, INTERESTING PERSON, I RECOMMEND
SPICY RIBS GREAT, GREAT GARLIC SAUCE AND FRENCH FRIES AWESOME",Staszek The Best,,,153michalw,2024-02
4,Very nice and attentive employees. Ambience is also nicely done. Best barbecue sauce I've ever tasted.,Nice diner,,,Maxxx721,2024-02
5,"We were greeted by a service minded and polite waiter named David!😃 he gave us a table and served us popcorn while we looked at the menu and ordered us Times Square - along with freshly squeezed orange juice!
The food was very good. Simple, lots of flavor and absolutely worth the money!👍🏼

Strongly recommended for those who like simple and good food - who want to get a lot of food for their money. Some loud music in the background, but it's not something that detracts from any of our stars.",Simple and good food - great value for money.,,,irmelint2024,2024-02
4,"The food at Billy's was very tasty. The service is fast, but certainly not too fast. It was also a very attractive restaurant. Very warm. I would definitely come back again!",Deliciously American,"Utrecht, The Netherlands",Utrecht,Dirk_Steenaart,2024-02
5,"We had greate time, dellicious food and fantastic service. The waitress Monika did a greate job and really made sure that we were taken care of.",Fantastic food and service,,,martadI7251KH,2024-02
4,"We saw Billy’s when we were walking along the river. Great location and really enjoyed the breaded chicken and unique black burger. Service was quick and helpful, slight hiccup with the bill but was quickly resolved",Lunch at Billy's,"Coningsby, United Kingdom",Coningsby,stevendK7366WQ,2024-02
5,"We recommend, delicious breakfasts, fast and friendly service. Greetings to Laura, who served us at the highest level :)!",We recommend!,,,AleksandraPacewicz,2024-02
3,"Had a reservation and were quickly shown to our table. The restaurant is decorated like an old American style diner and is very authentic looking, quirky red leather booths and checked table cloths. Ordered drinks. Aperol Spritz for me and beer for Mr H. The Aperol Spritz comes out fizzing which is very cool! Chicken tenders to start to share which were ok.. but I didn’t eat many as I thought they were slightly on the under done side but they were ok. That is I’m afraid where the positives ended, Mr H got steak and baked potato, the steak was poor and the baked potatoes looked like they’d been sitting out for days and then given a quick grill. My salad was very basic and the halloumi in it also felt like it had seen better days. Mr H was still hungry as he hadn’t ate much of the steak and potatoes so ordered the deep fried Mars bar… but again it came out warm and seemed to have been sitting and reheated… the food was just not great! The staff however are lovely and very attentive and this is why it gets 3 stars. But I would not return as the food just wasn’t for us.",Not sure I understand why this is the No.3 restaurant in Gdańsk?,"The Hague, The Netherlands",The Hague,TravelswithMrH,2024-02
5,"A place really worth recommending. We ordered a burger with fries and a milkshake for dessert. The food was delicious, the service was very nice (our waitress was Marta, but overall the dishes were served quickly), the atmosphere was great - what else could you wish for?","Good place, tasty food, nice staff",,,272andriyc,2024-02
5,"A nice place, and Staszek's service was excellent from the moment you entered :)
We ate bagels and coffee with cheesecake with pleasure.",I recommend it for breakfast,,,E3440RCmicha_w,2024-02
5,"Delicious breakfast, nice service, Staszek is very communicative, I wish there were more employees like him. I will definitely come back to this place",Staszek,,,annpres28,2024-02
5,"Very good breakfast, very fast and the waiter Staszek was very nice, the conversation made you feel like you were talking to a good friend 💪💪💪 I highly recommend it 🫶💪💪",Morning breakfast,,,839kubaz,2024-02
5,Great food as always. Natalia did a great job. And great service.  Though  you would always need to make a reservation due to their popularity.,Always good food,"Vejle, Denmark",Vejle,245jannikp,2024-02
5,"Delicious shrimp tempura and Florida salad. As always, fresh ingredients and great service (this time Mrs. Laura :)) see you soon!",Lunch,,,martynakS5771EB,2024-02
5,Had an amazing breakfast this morning at Billy’s! We had the pancakes and the omelette both made to perfection! Sat in the very warm heated part of the restaurant which is on the river front. Service was good and food was delicious. Annoyingly there’s a tax that gets added on to the prices for some reason but Monday - Friday until 12 they have 2 for 1 on breakfast so it worked out better anyway!,Delicious breakfast,"Lincoln, United Kingdom",Lincoln,Vickylou22,2024-02
5,"The most delicious food. Fresh. Soup, tartare, salads and burger - wonderful. The nicest lady, Laura, served us with great customer service, which made the food even better.",☺️,"Gdansk, Poland",Gdansk,agnieszkak2018,2024-02
5,"Great place, amazing service by Mrs. Laura. Food and drinks served quickly. Everything at the highest level",Delicious drinks and food. Very nice service,,,majao356,2024-02
5,Nice decor and good music... delicious steak on a rainy day :) very nice and service ;) 5 stars for Mrs. Olga's beautiful smile 😊,Dinner on a rainy day :),,,tomasze939,2024-02
5,"Was going to grab a quick bite to eat. They were brilliant service. They looked after us properly, and quickly followed up on all orders and wishes. Would like to highlight the hot wings, they were fantastic.",Good food brilliant service,"Maura, Norway",Maura,thomastP4668SD,2024-02
5,Natalia was a great waitress and took good care of us. Food good! I can patronize this place if you want good burgers,I recommend,,,V1916WKpaulah,2024-02
