rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,The food was great. As always. What should definitely be highlighted is the great service Emilia. Friendly German-speaking and nice. Thanks,Delicious food,,,Go09898148423,2023-12-06
5,Very big place decor is great choice of drinks amazing and presentation top drawer . Steaks are some of the best I’ve had and I e had a lot very good price,If your in this city like steak like good drink choice defo visit,"Royal Tunbridge Wells, United Kingdom",Royal Tunbridge Wells,Z5491UAstuartl,2023-12-06
5,Before the meal we each had a drink which was the perfect start to the meal. We ate a fantastic wagyu steak and a regular steak. Tasted absolutely excellent. The service was very good!,Damn you!,"Gdansk, Poland",Gdansk,annehY882SM,2023-12-05
5,"Wow! This is quite possibly the best food we’ve had recently. Our server Sara was fantastic and was good fun and very attentive. Such a great atmosphere in this place and the piranha tank (yes…. A piranha tank) is awesome , don’t miss it. ",Do not miss this!,,,dangra23,2023-12-05
5,"Really nice place!
Great food and the drinks was made by love 👌
Greetings to Sylwia for the service and the best GT in Poland!",Will be back!!,"Lindesberg, Sweden",Lindesberg,pallarn,2023-12-04
2,"Rude staff. Lady with black hair and bun didnt want to help us at all. 
Should just left without drinking anyting.
Suck a shame cuz its a nice place and a great bar:((",Such a shame,Norway,Norway,291ingride,2023-12-03
2,Rude staff and lack of customer service. Would have given 1 star instead of two if it wasn’t for the nice interior. Drinks were decent. They mostly had drinks made with whiskey or tequila,Rude staff and lack of customer service,"London, United Kingdom",London,Companion12055560973,2023-12-03
5,"Perfect place, food perfect and service perfect and staff very good.
Comment 0-10 is 15.
Our waiter Magda was very helpfull and very friendly.",Our visit was perfect.,Iceland,Iceland,486gu_mundurs,2023-12-03
5,"Cool place, great atmosphere, delicious food, good drinks and fantastic service by Magda!!! I recommend this place!",Awesome place!,,,martheamdahlm,2023-12-03
5,Delicious food. I recommend the steaks and the double quarter pounder burger. J.LO soup is delicious. Good drinks. High prices. Szymon S is great,Double Quarter Pounder,,,wojciechk847,2023-12-02
5,"Brilliant place! Great atmosphere, music and food. We ordered seasonal Hot Jars, sirloin steak and ribs, and finally dessert. We liked everything very much - the drinks, main courses and dessert were truly to die for, but perhaps the steak, cheesecake and hot Irish cherry stole our hearts the most! On top of all this, the service was very nice and polite! Greetings to Wiki, which helped us. We will definitely come back here to try more dishes.",Love on the jar,,,K1107UQnataliam,2023-12-02
5,"Fantastic hospitality and staff friendliness (esp. Wiki)
Superb beef and drinks (large variety). 
We enjoyed intro with hot Hot Jars after freezing walk.","Superb drinks, steaks and atmosphere","Izabelin, Poland",Izabelin,835micha_h,2023-12-02
5,"Nice service, delicious food, nice atmosphere, it's worth coming back here. We were served by a very nice waiter, Szymon S.",I recommend,,,R5935PCagnieszkak,2023-12-02
5,"Great place!!!!!
Delicious food. Fantastic drinks.
Szymon S. thanks for the aquarium video.
I recommend",Santa Claus,,,miko_ajl347,2023-12-02
5,Great drinks great food and great Simon S. Aquarium with piranias is cool. Greetings from lithuania,Great,"Taurage, Lithuania",Taurage,Linas_Janusonis,2023-12-01
5,"Amazing place!!! I discovered this restaurant last year with my boyfriend and since then we have been eager to come back here every now and then. The atmosphere is great, the waiters are relaxed and look very happy with their work, which improves our mood and makes all the stress go away. You can't feel artificial niceness from the waiters here, because it's supposedly ""their job"". Today, Mr. Mateusz served us and I must admit that he has a great approach to people! Very friendly and constantly walked around with a big smile on his face. That's why I've never been disappointed with the service, food or drinks. The atmosphere is wonderful and I wholeheartedly recommend it to everyone :))",Great service and drinks :)),,,oliwkah2022,2023-12-01
1,"Rude hosts, sat us on a freezing cold table in the entrance, asked to be moved tables, they wouldn’t accommodate us and asked us to rejoin the queue if we wanted to move. Would be a nice place if they learnt what customer service was.",Shocking Service,"Harrogate, United Kingdom",Harrogate,peterfagan90,2023-12-01
4,"Good service and really good food. The only thing we could mention is some chaos when receiving customers because of the small entrance area with people standing in for opening/outside

Would also like to mention the really good service from Klaudia, who delivered perfect in every matter. The drinks were 10/10","Really good service, bit chaotic",,,joachimb358,2023-12-01
5,Mr. Szymon S. served my table and it was great. He served both food and drinks that perfectly matched my taste buds. Chapea us,Visit,"Warsaw, Poland",Warsaw,mike_barta,2023-12-01
5,"Didn’t know what to expect, but it was better. *****

Good drinks as well. Very joyful experience, will come back.",Happy times,,,557henrikf,2023-12-01
5,"As a spoiled food lover, did not expect anything special from ""another"" American place! But this place is AMAZING! Flavors are on its top. All cooked at the right time/temperatures and the meat was outstanding! Best in Poland! And last but not least, our table was served by Klaudia, - and the pleasure in only ours! Really friendly and knows everything about the house. Many thanks to her!",Fair review,,,NatalyNovikov,2023-12-01
3,"The restaurants are well located, sickly smooth outside! But let us in whole. Couldn't book a table online, but luckily there was a table available. It was very full and unfortunately it took a long time before we got an order, so that we considered whether we should get up and leave. We had to hustle to get the waiter to come to the table.. Then there was live music, but it was very loud - so hard to chat. 
The food was good! And the drinks. 
But there probably won't be another trip there, I think there are many other great Polish restaurants you can go to when you're in Gdansk!",Absolutely fine,Norway,Norway,klllk,2023-12-01
5,"If you like rock music and a causal dinner this is the place. The meat is so tender, and the burgers so juicy. The aquarium with pirajas is just topping the great atmosphere. The staff is very friendly and service minded, especially Pjotr. )-;",A must go in Gdansk,"Western Norway, Norway",Western Norway,726petterg,2023-12-01
5,"We loved this place and our waiter Mateusz was so friendly and professional. Food Perfect, service Perfect. Whole experience 5/5.",Just delicious!,,,753jennicaj,2023-11-30
5,Really nice drinks from Sylvia. Thank u and see u soon! It was really nice and the place is really good too,Sylvia,,,J4803EUmichaelt,2023-11-30
5,"I loved the steak on a hot stone recommended by Natalia M so I could cook it myself. Huge variety of drinks and anyone would find something interesting for them, highly recommend. Good food, good vibes and best service ",Lava stone steak,,,garrywK4582RL,2023-11-28
5,"Great food, great location and the best waiter Simon N. 😀 We would like to come back sine time with our family.",Best dinner in Gdansk 🤩,,,Guide42870063565,2023-11-28
5,"Great food! Great atmosphere, great drinks, made with heart and imagination... - some of them we saw for the first time. The waitress Sara - completely professional, very competent and knows everything about the products they serve. We recommend it 100%",We will come back 100%%%,"Bedford, United Kingdom",Bedford,454luckyl,2023-11-28
5,The chicken burger was amazing! Super crispy and full of flavour. Vibe is also very nice and so was our server Simon w. Defo recommend,Best burger ever!,"Manchester, United Kingdom",Manchester,Departure27382855475,2023-11-28
5,Everything was great. This place looks amazing. Food and drinks were delicious. Thanks Emilia for your service! 😊,Great experience!,"Gdansk, Poland",Gdansk,mpeszynska,2023-11-28
5,"- Great restaurant concept
- Great atmosphere (especially if you enjoy rock music)
- Delicious food, which was quickly served
- Great service! Emilia was very service-minded, dedicated and increased our overall experience. She's a keeper!",Delicious food and great service!,,,Maps41773020999,2023-11-27
5,Had the grill premium mix which was amazing Quality service by Natalia M! Would definitely recommend,"Really good experience, staff was very friendly especially Natalia M.",,,joewQ8256YP,2023-11-27
4,"I ate my fill and Emilia served me well. I didn't miss anything.
I really like your menu. It gives me inspiration to cook for my family. But it always piques my son's interest, so I'm very happy about it.
I style",Interesting trip as always,,,P7310YQmarcinp,2023-11-27
5,"Really good service! You will be warmly welcomed when you arrive, and get good help for everything along the way! Really good atmosphere, very good food and fantastic service! 
Can recommend Klaudia warmly. Very nice and receptive lady! Kudos to her. 
Really good place that is recommended. Will come back here!",Really good place!,,,sirimaries2023,2023-11-27
