rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"The restaurant was found by accident (on the Internet). After arriving at the place, it turned out to be a hit. Tasty dishes that you can compose yourself... (the menu list can be selected 50/50). Poetry of taste and friendly service",Bomb Food,"Pruszkow, Poland",Pruszkow,600piotrb,2017-03-22
5,This place is literally amazing. We were downstairs which had a bit better atmosphere for us. The potatoes are extremely big and tasty. You can even try more toppings so you can choose more type if you want to taste more. Highly recommended place.,Weekend at Gdánsk,,,Inspiration701585,2017-03-22
5,"After my first accidental visit with my friends, I was enchanted by the potato and I was happy to go back there with my boyfriend. Very nice service and a well-made interior.",great potato,"Krakow, Poland",Krakow,ewelinak23,2017-03-21
5,We visited Bar Pod Ryba in the afternoon and restaurant was full. Food was very good and there are so many options in their menu! We would recommend to all.,Very good and cheap!,"Turku, Finland",Turku,Myself86,2017-03-20
3,"I went here with great expectations, but sadly left a bit dissappointed.. I ordered the mexican potato with beef, as I was craving something spicey. Unfortunately they must have forgotten the seasoning part while they made it, even though it was marked as spicey in menu. However, the portions was huge, and can almost go as a dinner by itself (I went there for lunch and had to postpone dinner until late in the evening). The pub/restaurant itself was cosy, nice seating-areas and a friendly staff. Maybe the other potatoes tastes better, but I was left dissappointed..",Not enough seasoning,"Oslo, Norway",Oslo,beam2013,2017-03-19
5,I Think most of the dishes on the meny had something to do with potatoes. Big portions and very inexpecive. They also have hot bear witch is a must on a Cold day.,Potato lovers,"Stockholm, Sweden",Stockholm,404yaseminb,2017-03-16
5,Very friendly staff and speak English. Saw this on TripAdvisor and decided to give it a go. We were not disappointed. Plenty of choice so I picked the herring. Absolutely delicious.,Spuds you'll like!!,"Cromer, United Kingdom",Cromer,592stephenc,2017-03-15
4,"We tasted the restaurant's typical dish, stuffed potato. It is a very satisfying dish and this way of serving potatoes is also interesting. Prices are low in this place.",Optimal,"Terni, Italy",Terni,madd189,2017-03-14
4,"It should be called ""under the potato bar"", as it's offering a vast of fantastic dishes based on the potatos, filled with various combinations of ingredients and poured by delicious toppings. The food looks great and tastes great. I really recommend to go there very hungry, as the portions are very solid.

It's worth to book the table earlier, especially during lunch or evening hours. Overall, the place is really great. The staff is very friendly and informative. The localization is also superb as it's in the historic centre of Gdańsk. Really worth to try!",Potatoland,"Warsaw, Poland",Warsaw,Kozieuuo,2017-03-14
5,"This place may not be the fanciest or varied in terms of it's menu (only jacket potatoes) but what it does, it does very well! 

We came here after many hours of walking around Westerplatte outside in the chilly weather, and after eating here, both me and my partner agreed that this was exactly what we needed! Something lovely and wholesome to warm us up. 

The jacket potatoes are a good size with loads of fillings. I had the hungarian sausage option and it was just delicious. 

As with many of the restaurants, cafe's and bars in Gdansk the decor was really cool and it was a lovely cosy place to sit and eat, with a very friendly waitress. 

As long as you go there aware the food options are only baked potatoes, I think you'll enjoy!","Lovely, warming jacket potatoes","Dorking, United Kingdom",Dorking,charlottep740,2017-03-13
5,"Interesting approach to potatoes, which is tasty too! Big portions, tasty additions to potatoes (and there's an option of mixing them). We'd recommend you to try their ""4 seasons"" tea - quite a nice one, both in presentation and taste.",Nice idea and tasty implementation,Europe,Europe,AlexAndMouse,2017-03-12
2,"Sunday, 3 p.m., lunch time in a bar called pod rybą, there's no fish, it's laughable. When the order was received (cod, trout), after 5 minutes the waitress announced that there was no fish in the restaurant... it's a pity and I've heard such good reviews. ",Salmon-potato bar,,,BettinaH394,2017-03-12
5,"Potatoes are amazing there. Service extremely nice, I can never leave without tip to them as they are doing great job.",My favourite in Gdansk,"Gdansk, Poland",Gdansk,MihailChatens,2017-03-12
1,"Had dinner with two people. First it turned out that certain dishes could no longer be ordered... the alternative that was offered was good in itself. Unfortunately, the alternative dish was the only thing on the table. We were not told anything about where my partner's dish was. 
My main course was half finished, it turned out that the dish was 'almost' arriving. However, this turned out not to be the case. The people who came far after us got their dishes, unfortunately we did not. After waiting half an hour, the main course was finished and there was nothing on the table for the others. 
We don't go out to eat if only one person is getting food. 

Unfortunately there was no apology. That's partly why we decided to leave.",Bad service!,,,jlO1403TC,2017-03-11
5,"Huge portions, great choice, would definitely recommend a visit. Potatoes are, after all, Poland's specialty.",Poland's specialty,"Stockholm, Sweden",Stockholm,Rhianna858,2017-03-10
5,"A lovely little baked potato restaurant. Really big portions. We ate baked potatoes with bacon, cheese and spring onions, topped with garlic sauce. It was good and cheap :)",Glorious!,"Turku, Finland",Turku,nex-841,2017-03-08
5,"It was good. Lovely big baked potatoes and good sauces, yum. Somehow perfect home cooking on a cold and windy day - sure to warm you up!",Real food,"Lieto, Finland",Lieto,annikkis-s,2017-03-07
5,"The menu has many types of potatoes with different fillings, all for 20-30 zlotys. You choose the filling and then from 6-7 sauces.
We got one with gorgonzola and red beans with caper sauce and one with bacon and garlic sauce.
Full of food, delicious, simple and inexpensive)
As a bonus they bring a small appetizer with pickled cucumber, which is nice.",Tasty and satisfying,,,705olgar,2017-03-02
3,"Nice idea, good ingredients, friendly staff, very warm environment in winter. Nothing more, except average prices.",Stuffed potatoes.,"Verona, Italy",Verona,Ghirigori2015,2017-03-01
5,"Even though we came an hour before the closing time, the servers were really nice and seated us.

The menu was full of options, and we decided to go for dumplings, which were awesome! It was so filling I had to take one of for with me, as I couldn't eat it all. 

The prices are low (two starters, two mains and two beers cost us 100 zlote).

In overall, great service and amazing food, would recommend!
",Great service!,,,henrietag2016,2017-02-28
3,"Thought we should try vakt potote as we had read quite a few positive things about the place.
We were going to order potatoes with bacon and corn++ but they were out of bacon and meat.
The only meat they had was chicken.
We got food, and it tasted okay, but we didn't get what we really came for.
Pleasant people and a good and warm place to sit.
Recommended if they have all the dishes available.
",Baked potato,,,192joner,2017-02-26
5,"An atmospheric place in the Old Town of Gdańsk, away from the hustle and bustle of ul. Długa, you can easily park in the evening. Delicious potatoes, several types, nice and efficient service.
I definitely recommend it!",Cozy and tasty!,"Gdynia, Poland",Gdynia,agnieszkag436,2017-02-24
4,"Very good potatoes with various additions. It's nice that you can combine sets. I recommend. You cannot miss this place when in Gdańsk.

",Potato,"Kolobrzeg, Poland",Kolobrzeg,bozena07,2017-02-23
